image_path,label,class_name
data\gameplay-images\Forza Horizon\image_962.png,3,Forza Horizon
data\gameplay-images\Roblox\image_331.png,8,Roblox
data\gameplay-images\Forza Horizon\image_944.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_537.png,4,Free Fire
data\gameplay-images\God of War\image_879.png,6,God of War
data\gameplay-images\Apex Legends\image_166.png,1,Apex Legends
data\gameplay-images\Free Fire\image_135.png,4,Free Fire
data\gameplay-images\Fortnite\image_852.png,2,Fortnite
data\gameplay-images\Among Us\image_373.png,0,Among Us
data\gameplay-images\Apex Legends\image_572.png,1,Apex Legends
data\gameplay-images\Fortnite\image_401.png,2,Fortnite
data\gameplay-images\Among Us\image_86.png,0,Among Us
data\gameplay-images\God of War\image_989.png,6,God of War
data\gameplay-images\Free Fire\image_16.png,4,Free Fire
data\gameplay-images\Fortnite\image_800.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_25.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_213.png,7,Minecraft
data\gameplay-images\Terraria\image_310.png,9,Terraria
data\gameplay-images\God of War\image_515.png,6,God of War
data\gameplay-images\Roblox\image_59.png,8,Roblox
data\gameplay-images\Among Us\image_247.png,0,Among Us
data\gameplay-images\Fortnite\image_839.png,2,Fortnite
data\gameplay-images\God of War\image_285.png,6,God of War
data\gameplay-images\Free Fire\image_705.png,4,Free Fire
data\gameplay-images\Minecraft\image_338.png,7,Minecraft
data\gameplay-images\God of War\image_594.png,6,God of War
data\gameplay-images\Fortnite\image_777.png,2,Fortnite
data\gameplay-images\Free Fire\image_595.png,4,Free Fire
data\gameplay-images\Among Us\image_7.png,0,Among Us
data\gameplay-images\Genshin Impact\image_641.png,5,Genshin Impact
data\gameplay-images\Terraria\image_221.png,9,Terraria
data\gameplay-images\Fortnite\image_853.png,2,Fortnite
data\gameplay-images\Minecraft\image_69.png,7,Minecraft
data\gameplay-images\Apex Legends\image_84.png,1,Apex Legends
data\gameplay-images\Terraria\image_575.png,9,Terraria
data\gameplay-images\Free Fire\image_671.png,4,Free Fire
data\gameplay-images\Fortnite\image_409.png,2,Fortnite
data\gameplay-images\Minecraft\image_676.png,7,Minecraft
data\gameplay-images\Among Us\image_756.png,0,Among Us
data\gameplay-images\Fortnite\image_111.png,2,Fortnite
data\gameplay-images\Fortnite\image_176.png,2,Fortnite
data\gameplay-images\Minecraft\image_1030.png,7,Minecraft
data\gameplay-images\God of War\image_192.png,6,God of War
data\gameplay-images\Minecraft\image_1051.png,7,Minecraft
data\gameplay-images\Roblox\image_640.png,8,Roblox
data\gameplay-images\Minecraft\image_943.png,7,Minecraft
data\gameplay-images\Among Us\image_66.png,0,Among Us
data\gameplay-images\Minecraft\image_766.png,7,Minecraft
data\gameplay-images\Free Fire\image_89.png,4,Free Fire
data\gameplay-images\Roblox\image_900.png,8,Roblox
data\gameplay-images\Free Fire\image_94.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_1001.png,3,Forza Horizon
data\gameplay-images\God of War\image_162.png,6,God of War
data\gameplay-images\Roblox\image_258.png,8,Roblox
data\gameplay-images\Forza Horizon\image_764.png,3,Forza Horizon
data\gameplay-images\Roblox\image_745.png,8,Roblox
data\gameplay-images\Minecraft\image_422.png,7,Minecraft
data\gameplay-images\God of War\image_243.png,6,God of War
data\gameplay-images\Minecraft\image_361.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_663.png,3,Forza Horizon
data\gameplay-images\Roblox\image_648.png,8,Roblox
data\gameplay-images\Minecraft\image_836.png,7,Minecraft
data\gameplay-images\Minecraft\image_426.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_790.png,3,Forza Horizon
data\gameplay-images\God of War\image_954.png,6,God of War
data\gameplay-images\Free Fire\image_544.png,4,Free Fire
data\gameplay-images\Terraria\image_687.png,9,Terraria
data\gameplay-images\Forza Horizon\image_94.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_307.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_716.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_469.png,7,Minecraft
data\gameplay-images\Terraria\image_31.png,9,Terraria
data\gameplay-images\Free Fire\image_334.png,4,Free Fire
data\gameplay-images\Terraria\image_811.png,9,Terraria
data\gameplay-images\Free Fire\image_980.png,4,Free Fire
data\gameplay-images\Roblox\image_378.png,8,Roblox
data\gameplay-images\Genshin Impact\image_794.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_286.png,1,Apex Legends
data\gameplay-images\Among Us\image_455.png,0,Among Us
data\gameplay-images\Apex Legends\image_86.png,1,Apex Legends
data\gameplay-images\Minecraft\image_757.png,7,Minecraft
data\gameplay-images\Roblox\image_133.png,8,Roblox
data\gameplay-images\Fortnite\image_215.png,2,Fortnite
data\gameplay-images\Among Us\image_554.png,0,Among Us
data\gameplay-images\Roblox\image_715.png,8,Roblox
data\gameplay-images\God of War\image_685.png,6,God of War
data\gameplay-images\Among Us\image_3.png,0,Among Us
data\gameplay-images\Among Us\image_258.png,0,Among Us
data\gameplay-images\Apex Legends\image_1003.png,1,Apex Legends
data\gameplay-images\Minecraft\image_792.png,7,Minecraft
data\gameplay-images\Terraria\image_468.png,9,Terraria
data\gameplay-images\Among Us\image_192.png,0,Among Us
data\gameplay-images\God of War\image_678.png,6,God of War
data\gameplay-images\Apex Legends\image_238.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_594.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_912.png,2,Fortnite
data\gameplay-images\Among Us\image_833.png,0,Among Us
data\gameplay-images\Minecraft\image_895.png,7,Minecraft
data\gameplay-images\Free Fire\image_583.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_132.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_538.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_341.png,2,Fortnite
data\gameplay-images\Apex Legends\image_808.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_90.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_472.png,5,Genshin Impact
data\gameplay-images\Among Us\image_277.png,0,Among Us
data\gameplay-images\God of War\image_859.png,6,God of War
data\gameplay-images\Roblox\image_887.png,8,Roblox
data\gameplay-images\Free Fire\image_478.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_222.png,5,Genshin Impact
data\gameplay-images\God of War\image_85.png,6,God of War
data\gameplay-images\God of War\image_618.png,6,God of War
data\gameplay-images\Among Us\image_369.png,0,Among Us
data\gameplay-images\Roblox\image_556.png,8,Roblox
data\gameplay-images\Forza Horizon\image_811.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_722.png,4,Free Fire
data\gameplay-images\Fortnite\image_638.png,2,Fortnite
data\gameplay-images\Minecraft\image_921.png,7,Minecraft
data\gameplay-images\Roblox\image_199.png,8,Roblox
data\gameplay-images\Minecraft\image_1031.png,7,Minecraft
data\gameplay-images\Fortnite\image_503.png,2,Fortnite
data\gameplay-images\God of War\image_900.png,6,God of War
data\gameplay-images\God of War\image_519.png,6,God of War
data\gameplay-images\Roblox\image_477.png,8,Roblox
data\gameplay-images\Apex Legends\image_881.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_70.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_747.png,5,Genshin Impact
data\gameplay-images\Among Us\image_908.png,0,Among Us
data\gameplay-images\Forza Horizon\image_821.png,3,Forza Horizon
data\gameplay-images\Roblox\image_386.png,8,Roblox
data\gameplay-images\Forza Horizon\image_159.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_91.png,2,Fortnite
data\gameplay-images\Fortnite\image_70.png,2,Fortnite
data\gameplay-images\Apex Legends\image_104.png,1,Apex Legends
data\gameplay-images\Fortnite\image_156.png,2,Fortnite
data\gameplay-images\Fortnite\image_384.png,2,Fortnite
data\gameplay-images\Free Fire\image_621.png,4,Free Fire
data\gameplay-images\Terraria\image_817.png,9,Terraria
data\gameplay-images\Genshin Impact\image_720.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_344.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_972.png,3,Forza Horizon
data\gameplay-images\God of War\image_908.png,6,God of War
data\gameplay-images\Minecraft\image_989.png,7,Minecraft
data\gameplay-images\Minecraft\image_420.png,7,Minecraft
data\gameplay-images\God of War\image_175.png,6,God of War
data\gameplay-images\Genshin Impact\image_620.png,5,Genshin Impact
data\gameplay-images\Terraria\image_100.png,9,Terraria
data\gameplay-images\Terraria\image_252.png,9,Terraria
data\gameplay-images\Forza Horizon\image_1019.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_241.png,1,Apex Legends
data\gameplay-images\Free Fire\image_474.png,4,Free Fire
data\gameplay-images\Roblox\image_234.png,8,Roblox
data\gameplay-images\Apex Legends\image_78.png,1,Apex Legends
data\gameplay-images\God of War\image_802.png,6,God of War
data\gameplay-images\Genshin Impact\image_885.png,5,Genshin Impact
data\gameplay-images\Among Us\image_228.png,0,Among Us
data\gameplay-images\Genshin Impact\image_205.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_965.png,5,Genshin Impact
data\gameplay-images\Roblox\image_519.png,8,Roblox
data\gameplay-images\Terraria\image_869.png,9,Terraria
data\gameplay-images\Free Fire\image_933.png,4,Free Fire
data\gameplay-images\Free Fire\image_327.png,4,Free Fire
data\gameplay-images\Terraria\image_353.png,9,Terraria
data\gameplay-images\Terraria\image_879.png,9,Terraria
data\gameplay-images\Forza Horizon\image_51.png,3,Forza Horizon
data\gameplay-images\Terraria\image_842.png,9,Terraria
data\gameplay-images\God of War\image_171.png,6,God of War
data\gameplay-images\Forza Horizon\image_401.png,3,Forza Horizon
data\gameplay-images\Among Us\image_171.png,0,Among Us
data\gameplay-images\Genshin Impact\image_851.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_262.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_362.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_888.png,4,Free Fire
data\gameplay-images\Free Fire\image_509.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_903.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_316.png,5,Genshin Impact
data\gameplay-images\God of War\image_294.png,6,God of War
data\gameplay-images\Apex Legends\image_946.png,1,Apex Legends
data\gameplay-images\Minecraft\image_1045.png,7,Minecraft
data\gameplay-images\Terraria\image_268.png,9,Terraria
data\gameplay-images\Among Us\image_151.png,0,Among Us
data\gameplay-images\Terraria\image_623.png,9,Terraria
data\gameplay-images\Roblox\image_851.png,8,Roblox
data\gameplay-images\Forza Horizon\image_130.png,3,Forza Horizon
data\gameplay-images\Roblox\image_380.png,8,Roblox
data\gameplay-images\Apex Legends\image_972.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_717.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_649.png,2,Fortnite
data\gameplay-images\Roblox\image_467.png,8,Roblox
data\gameplay-images\Fortnite\image_398.png,2,Fortnite
data\gameplay-images\Terraria\image_245.png,9,Terraria
data\gameplay-images\Fortnite\image_726.png,2,Fortnite
data\gameplay-images\Free Fire\image_423.png,4,Free Fire
data\gameplay-images\Among Us\image_275.png,0,Among Us
data\gameplay-images\Among Us\image_718.png,0,Among Us
data\gameplay-images\Free Fire\image_1007.png,4,Free Fire
data\gameplay-images\Roblox\image_169.png,8,Roblox
data\gameplay-images\Free Fire\image_252.png,4,Free Fire
data\gameplay-images\Apex Legends\image_487.png,1,Apex Legends
data\gameplay-images\Among Us\image_995.png,0,Among Us
data\gameplay-images\Fortnite\image_377.png,2,Fortnite
data\gameplay-images\God of War\image_813.png,6,God of War
data\gameplay-images\Forza Horizon\image_882.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_442.png,2,Fortnite
data\gameplay-images\Apex Legends\image_426.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_498.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_418.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_233.png,3,Forza Horizon
data\gameplay-images\Among Us\image_158.png,0,Among Us
data\gameplay-images\Free Fire\image_300.png,4,Free Fire
data\gameplay-images\Free Fire\image_462.png,4,Free Fire
data\gameplay-images\Terraria\image_678.png,9,Terraria
data\gameplay-images\Among Us\image_143.png,0,Among Us
data\gameplay-images\Terraria\image_155.png,9,Terraria
data\gameplay-images\Minecraft\image_675.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_693.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_790.png,4,Free Fire
data\gameplay-images\Minecraft\image_399.png,7,Minecraft
data\gameplay-images\Fortnite\image_772.png,2,Fortnite
data\gameplay-images\Minecraft\image_1043.png,7,Minecraft
data\gameplay-images\Free Fire\image_514.png,4,Free Fire
data\gameplay-images\Minecraft\image_707.png,7,Minecraft
data\gameplay-images\Apex Legends\image_663.png,1,Apex Legends
data\gameplay-images\Minecraft\image_624.png,7,Minecraft
data\gameplay-images\Free Fire\image_992.png,4,Free Fire
data\gameplay-images\Apex Legends\image_937.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_411.png,3,Forza Horizon
data\gameplay-images\Roblox\image_890.png,8,Roblox
data\gameplay-images\Roblox\image_533.png,8,Roblox
data\gameplay-images\Terraria\image_199.png,9,Terraria
data\gameplay-images\Forza Horizon\image_111.png,3,Forza Horizon
data\gameplay-images\Terraria\image_708.png,9,Terraria
data\gameplay-images\Minecraft\image_445.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_191.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_933.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_122.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_101.png,4,Free Fire
data\gameplay-images\God of War\image_127.png,6,God of War
data\gameplay-images\Apex Legends\image_24.png,1,Apex Legends
data\gameplay-images\Among Us\image_49.png,0,Among Us
data\gameplay-images\Free Fire\image_148.png,4,Free Fire
data\gameplay-images\Fortnite\image_7.png,2,Fortnite
data\gameplay-images\Fortnite\image_63.png,2,Fortnite
data\gameplay-images\Terraria\image_137.png,9,Terraria
data\gameplay-images\Apex Legends\image_970.png,1,Apex Legends
data\gameplay-images\Among Us\image_360.png,0,Among Us
data\gameplay-images\Free Fire\image_787.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_731.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_492.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_1008.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_375.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_664.png,7,Minecraft
data\gameplay-images\Roblox\image_213.png,8,Roblox
data\gameplay-images\Fortnite\image_763.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_507.png,3,Forza Horizon
data\gameplay-images\Terraria\image_430.png,9,Terraria
data\gameplay-images\Minecraft\image_402.png,7,Minecraft
data\gameplay-images\Free Fire\image_201.png,4,Free Fire
data\gameplay-images\Minecraft\image_659.png,7,Minecraft
data\gameplay-images\Among Us\image_866.png,0,Among Us
data\gameplay-images\Terraria\image_198.png,9,Terraria
data\gameplay-images\Forza Horizon\image_800.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_197.png,4,Free Fire
data\gameplay-images\Minecraft\image_763.png,7,Minecraft
data\gameplay-images\Apex Legends\image_472.png,1,Apex Legends
data\gameplay-images\Roblox\image_938.png,8,Roblox
data\gameplay-images\Free Fire\image_48.png,4,Free Fire
data\gameplay-images\Free Fire\image_960.png,4,Free Fire
data\gameplay-images\Apex Legends\image_964.png,1,Apex Legends
data\gameplay-images\Among Us\image_748.png,0,Among Us
data\gameplay-images\Roblox\image_874.png,8,Roblox
data\gameplay-images\Among Us\image_465.png,0,Among Us
data\gameplay-images\Among Us\image_13.png,0,Among Us
data\gameplay-images\Fortnite\image_558.png,2,Fortnite
data\gameplay-images\Free Fire\image_62.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_341.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_1008.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_703.png,5,Genshin Impact
data\gameplay-images\Among Us\image_168.png,0,Among Us
data\gameplay-images\Genshin Impact\image_684.png,5,Genshin Impact
data\gameplay-images\Roblox\image_186.png,8,Roblox
data\gameplay-images\God of War\image_664.png,6,God of War
data\gameplay-images\Roblox\image_291.png,8,Roblox
data\gameplay-images\Free Fire\image_714.png,4,Free Fire
data\gameplay-images\Among Us\image_699.png,0,Among Us
data\gameplay-images\Genshin Impact\image_572.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_978.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_642.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_280.png,1,Apex Legends
data\gameplay-images\Terraria\image_672.png,9,Terraria
